Account,trade_date,daily_volume,daily_fee,total_trades,avg_trade_size,buy_volume,sell_volume,net_flow,value,classification
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-06,121906.38,42.67,4,30476.59,59542.59,62363.79,-2821.2,70,Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-11-06,2000.52,0.7,3,666.84,1001.97,998.55,3.42,70,Greed
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-11-07,19837.95,1.87,19,1044.1,9837.82,10000.13,-162.31,77,"Extreme Greed"
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-07,60628.85,21.22,2,30314.42,29999.94,30628.91,-628.97,77,"Extreme Greed"
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-07,30868.5,3.07,16,1929.28,15182.54,15685.96,-503.42,77,"Extreme Greed"
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-08,240641.63,84.22,6,40106.94,119997.65,120643.98,-646.33,75,"Extreme Greed"
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-11-08,30058.81,9.66,4,7514.7,15384.8,14674.01,710.79,75,"Extreme Greed"
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-09,150000.41,52.5,4,37500.1,150000.41,0,150000.41,75,"Extreme Greed"
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-11-09,43384,13.7,50,867.68,17837.29,25546.71,-7709.42,75,"Extreme Greed"
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-10,180546.95,63.19,2,90273.48,29998.31,150548.64,-120550.33,78,"Extreme Greed"
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-11-10,223252.87,78.22,117,1908.14,48162.82,175090.05,-126927.23,78,"Extreme Greed"
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-10,9836.88,0.98,1,9836.88,9836.88,0,9836.88,78,"Extreme Greed"
0x083384f897ee0f19899168e3b1bec365f52a9012,2024-11-11,900880.13,167.85,135,6673.19,0,900880.13,-900880.13,76,"Extreme Greed"
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-11,331422.14,116,6,55237.02,149972.09,181450.05,-31477.96,76,"Extreme Greed"
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-11-11,328040.19,109.58,84,3905.24,223629.22,104410.97,119218.25,76,"Extreme Greed"
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-11,10229.96,3.58,1,10229.96,0,10229.96,-10229.96,76,"Extreme Greed"
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-12,1062217.74,371.78,21,50581.8,710141.64,352076.1,358065.54,80,"Extreme Greed"
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-11-12,148469.62,52.04,58,2559.82,78511.13,69958.49,8552.64,80,"Extreme Greed"
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-12,5276.56,0.53,4,1319.14,5276.56,0,5276.56,80,"Extreme Greed"
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-11-12,10390.6,3.64,1,10390.6,10390.6,0,10390.6,80,"Extreme Greed"
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-13,487811.82,170.73,4,121952.95,60006.33,427805.49,-367799.16,84,"Extreme Greed"
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-11-13,6615.24,2.32,4,1653.81,3283.62,3331.62,-48,84,"Extreme Greed"
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-13,14880.86,4.02,2,7440.43,4734.62,10146.24,-5411.62,84,"Extreme Greed"
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-11-13,200.04,0.07,1,200.04,200.04,0,200.04,84,"Extreme Greed"
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-11-13,5828.41,2.04,5,1165.68,2923.01,2905.4,17.61,84,"Extreme Greed"
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-11-14,125931.12,38.24,16,7870.7,61859.01,64072.11,-2213.1,88,"Extreme Greed"
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-14,882430.69,296.8,14,63030.76,440041.38,442389.31,-2347.93,88,"Extreme Greed"
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-15,1360371.8,454.1,20,68018.59,679184.13,681187.67,-2003.54,80,"Extreme Greed"
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-11-15,1111.61,0.39,1,1111.61,0,1111.61,-1111.61,80,"Extreme Greed"
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-15,32576.25,3.2,35,930.75,32576.25,0,32576.25,80,"Extreme Greed"
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-11-15,33798.76,8.67,15,2253.25,15830.78,17967.98,-2137.2,80,"Extreme Greed"
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-11-16,28431.43,9.87,8,3553.93,13473.47,14957.96,-1484.49,86,"Extreme Greed"
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-16,219874.17,72.95,8,27484.27,119808.62,100065.55,19743.07,86,"Extreme Greed"
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-11-16,20235.91,7.1,17,1190.35,10238.34,9997.57,240.77,86,"Extreme Greed"
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-16,34754.56,10.31,76,457.3,13311.43,21443.13,-8131.7,86,"Extreme Greed"
0x083384f897ee0f19899168e3b1bec365f52a9012,2024-11-17,542413.18,67.86,61,8892.02,0,542413.18,-542413.18,90,"Extreme Greed"
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-17,620398.38,186.12,13,47722.95,359918.93,260479.45,99439.48,90,"Extreme Greed"
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-11-17,19591.34,6.85,15,1306.09,9708.14,9883.2,-175.06,90,"Extreme Greed"
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-17,33584.67,10.36,88,381.64,14211.55,19373.12,-5161.57,90,"Extreme Greed"
0x083384f897ee0f19899168e3b1bec365f52a9012,2024-11-18,949380,94.94,40,23734.5,0,949380,-949380,83,"Extreme Greed"
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-18,942106.09,282.63,9,104678.45,399479.29,542626.8,-143147.51,83,"Extreme Greed"
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-11-18,696.74,0.65,3,232.25,348.72,348.02,0.7,83,"Extreme Greed"
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-11-18,76527.12,26.76,58,1319.43,29164.27,47362.85,-18198.58,83,"Extreme Greed"
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-18,108044.6,37.52,139,777.3,52978.28,55066.32,-2088.04,83,"Extreme Greed"
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-11-18,1677.08,0.58,2,838.54,0,1677.08,-1677.08,83,"Extreme Greed"
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-11-18,5907.95,2.08,7,843.99,2958.04,2949.91,8.13,83,"Extreme Greed"
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-19,319742.28,95.92,9,35526.92,139087.89,180654.39,-41566.5,90,"Extreme Greed"
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-11-19,0.01,0,1,0.01,0,0.01,-0.01,90,"Extreme Greed"
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-11-19,84626.83,27.28,45,1880.6,50743.42,33883.41,16860.01,90,"Extreme Greed"
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-19,32821.74,11.49,1,32821.74,0,32821.74,-32821.74,90,"Extreme Greed"
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-19,190840.29,66.91,191,999.16,95292.17,95548.12,-255.95,90,"Extreme Greed"
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-20,838287.08,251.48,12,69857.26,458013.49,380273.59,77739.9,83,"Extreme Greed"
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-11-20,64873.33,22.73,21,3089.21,32212.67,32660.66,-447.99,83,"Extreme Greed"
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-20,874868.16,298.46,339,2580.73,432865.28,442002.88,-9137.6,83,"Extreme Greed"
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-11-20,21764.32,7.61,2,10882.16,12181.91,9582.41,2599.5,83,"Extreme Greed"
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-11-20,199721.23,63.89,32,6241.29,98547.43,101173.8,-2626.37,83,"Extreme Greed"
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-11-21,202.87,0.07,1,202.87,0,202.87,-202.87,82,"Extreme Greed"
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-11-21,33188.24,11.62,2,16594.12,16594.22,16594.02,0.2,82,"Extreme Greed"
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-21,160082.19,48.03,5,32016.44,79581.41,80500.78,-919.37,82,"Extreme Greed"
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-11-21,79690.14,27.34,51,1562.55,0,79690.14,-79690.14,82,"Extreme Greed"
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-21,325137.18,111.74,384,846.71,162605.52,162531.66,73.86,82,"Extreme Greed"
0x083384f897ee0f19899168e3b1bec365f52a9012,2024-11-22,338240,33.85,12,28186.67,338240,0,338240,94,"Extreme Greed"
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-22,301850.83,90.55,7,43121.55,140017.21,161833.62,-21816.41,94,"Extreme Greed"
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-11-22,354676.02,102.61,121,2931.21,217000.29,137675.73,79324.56,94,"Extreme Greed"
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-22,65796.23,11.79,16,4112.26,42797.82,22998.41,19799.41,94,"Extreme Greed"
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-22,182730.29,62.3,379,482.14,91741.83,90988.46,753.37,94,"Extreme Greed"
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-11-22,403420.25,135.47,11,36674.57,201840.59,201579.66,260.93,94,"Extreme Greed"
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-23,60006.73,18,2,30003.36,60006.73,0,60006.73,93,"Extreme Greed"
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-11-23,382580.58,115.65,96,3985.21,190570.35,192010.23,-1439.88,93,"Extreme Greed"
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-23,21638.73,3.19,6,3606.46,0,21638.73,-21638.73,93,"Extreme Greed"
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-23,52019.64,17.77,144,361.25,25143.26,26876.38,-1733.12,93,"Extreme Greed"
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-24,520442.5,156.14,9,57826.94,379988.25,140454.25,239534,80,"Extreme Greed"
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-11-24,130658.78,41.98,48,2722.06,65133.36,65525.42,-392.06,80,"Extreme Greed"
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-24,13851,4.51,65,213.09,11368.58,2482.42,8886.16,80,"Extreme Greed"
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-25,864428.22,259.33,8,108053.53,559383.15,305045.07,254338.08,82,"Extreme Greed"
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-25,72982.65,24.66,202,361.3,29722.61,43260.04,-13537.43,82,"Extreme Greed"
0x083384f897ee0f19899168e3b1bec365f52a9012,2024-11-26,465700,104.62,16,29106.25,232210.01,233489.99,-1279.98,79,"Extreme Greed"
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-26,425026.62,127.51,6,70837.77,425026.62,0,425026.62,79,"Extreme Greed"
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-26,36446.43,3.65,36,1012.4,36446.43,0,36446.43,79,"Extreme Greed"
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-26,219729.39,75.58,186,1181.34,119488.21,100241.18,19247.03,79,"Extreme Greed"
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-27,1256511.88,376.95,5,251302.38,77472.27,1179039.61,-1101567.34,75,"Extreme Greed"
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-27,187730.65,62.72,148,1268.45,84879.76,102850.89,-17971.13,75,"Extreme Greed"
0x083384f897ee0f19899168e3b1bec365f52a9012,2024-11-28,1316799.98,131.67,77,17101.3,1316799.98,0,1316799.98,77,"Extreme Greed"
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-28,338785.3,101.63,4,84696.32,258802.3,79983,178819.3,77,"Extreme Greed"
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-11-28,2499.8,0.87,5,499.96,0,2499.8,-2499.8,77,"Extreme Greed"
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-28,40302.17,14.11,1,40302.17,0,40302.17,-40302.17,77,"Extreme Greed"
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-28,195837.9,67.33,178,1100.21,97040.2,98797.7,-1757.5,77,"Extreme Greed"
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-11-29,573.59,0.06,1,573.59,0,573.59,-573.59,78,"Extreme Greed"
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-11-29,124285.34,43.5,1,124285.34,0,124285.34,-124285.34,78,"Extreme Greed"
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-11-29,2004.9,0.17,1,2004.9,2004.9,0,2004.9,78,"Extreme Greed"
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-29,180586.6,54.18,4,45146.65,0,180586.6,-180586.6,78,"Extreme Greed"
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-11-29,101790.11,5.73,46,2212.83,50892.63,50897.48,-4.85,78,"Extreme Greed"
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-11-29,43800.81,14.89,51,858.84,10524.93,33275.88,-22750.95,78,"Extreme Greed"
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-29,133251.1,38.03,8,16656.39,133251.1,0,133251.1,78,"Extreme Greed"
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-29,80123.45,29.23,167,479.78,35352.2,44771.25,-9419.05,78,"Extreme Greed"
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-11-29,121009.49,4.23,21,5762.36,121009.49,0,121009.49,78,"Extreme Greed"
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-11-29,5253.17,1.82,10,525.32,2611.07,2642.1,-31.03,78,"Extreme Greed"
0x271b280974205ca63b716753467d5a371de622ab,2024-11-29,1584.35,0.53,1,1584.35,0,1584.35,-1584.35,78,"Extreme Greed"
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-11-30,41658.18,14.58,3,13886.06,20799.22,20858.96,-59.74,84,"Extreme Greed"
0x083384f897ee0f19899168e3b1bec365f52a9012,2024-11-30,1116918.77,390.92,1,1116918.77,0,1116918.77,-1116918.77,84,"Extreme Greed"
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-30,239121.3,71.74,5,47824.26,239121.3,0,239121.3,84,"Extreme Greed"
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-11-30,135847.3,34.67,4,33961.82,43680.92,92166.38,-48485.46,84,"Extreme Greed"
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-11-30,99705.14,5.66,32,3115.79,49848.28,49856.86,-8.58,84,"Extreme Greed"
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-11-30,48355.87,16.8,54,895.48,12555.51,35800.36,-23244.85,84,"Extreme Greed"
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-11-30,1996.67,0.1,6,332.78,1656.67,340,1316.67,84,"Extreme Greed"
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-30,48590.47,17.72,131,370.92,21410.29,27180.18,-5769.89,84,"Extreme Greed"
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-12-01,2998.76,1.05,1,2998.76,2998.76,0,2998.76,81,"Extreme Greed"
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-01,600205.84,180.06,6,100034.31,239942.51,360263.33,-120320.82,81,"Extreme Greed"
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-01,0.06,0,1,0.06,0,0.06,-0.06,81,"Extreme Greed"
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-12-01,34.1,0.01,2,17.05,18.96,15.14,3.82,81,"Extreme Greed"
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-12-01,109899.26,38.4,93,1181.71,65993.79,43905.47,22088.32,81,"Extreme Greed"
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-01,1434.86,0.26,3,478.29,714.75,720.11,-5.36,81,"Extreme Greed"
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-01,47695.56,16.09,158,301.87,20099.49,27596.07,-7496.58,81,"Extreme Greed"
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-01,199.81,0.07,1,199.81,0,199.81,-199.81,81,"Extreme Greed"
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-12-01,52243.57,9.36,9,5804.84,10249.98,41993.59,-31743.61,81,"Extreme Greed"
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-12-02,124483.24,42.17,20,6224.16,54144.89,70338.35,-16193.46,80,"Extreme Greed"
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,2024-12-02,78277.3,3.5,5,15655.46,78277.3,0,78277.3,80,"Extreme Greed"
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-12-02,2043.92,0.44,5,408.78,2043.92,0,2043.92,80,"Extreme Greed"
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-02,300751.24,90.23,7,42964.46,159997.58,140753.66,19243.92,80,"Extreme Greed"
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-12-02,0,0,1,0,0,0,0,80,"Extreme Greed"
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-12-02,13343.43,4.68,6,2223.91,2245.03,11098.4,-8853.37,80,"Extreme Greed"
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-12-02,46692.72,0.58,1,46692.72,46692.72,0,46692.72,80,"Extreme Greed"
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-02,19651.71,6.31,122,161.08,9449.98,10201.73,-751.75,80,"Extreme Greed"
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,2024-12-03,565317.04,197.86,8,70664.63,233057.18,332259.86,-99202.68,76,"Extreme Greed"
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-03,282371.72,84.71,6,47061.95,140906.33,141465.39,-559.06,76,"Extreme Greed"
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-12-03,16252.41,5.69,3,5417.47,13754.75,2497.66,11257.09,76,"Extreme Greed"
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-03,13860.79,2.24,32,433.15,7529.01,6331.78,1197.23,76,"Extreme Greed"
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-03,7205.03,2.93,69,104.42,1855.09,5349.94,-3494.85,76,"Extreme Greed"
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-03,209.94,0.07,1,209.94,0,209.94,-209.94,76,"Extreme Greed"
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-12-03,99999.98,2.22,4,25000,99999.98,0,99999.98,76,"Extreme Greed"
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-12-03,99449.62,34.81,8,12431.2,49702.24,49747.38,-45.14,76,"Extreme Greed"
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-12-04,126798.85,36.57,26,4876.88,59565.67,67233.18,-7667.51,78,"Extreme Greed"
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,2024-12-04,0.1,0,1,0.1,0,0.1,-0.1,78,"Extreme Greed"
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-12-04,6696.09,1.55,4,1674.02,2488.81,4207.28,-1718.47,78,"Extreme Greed"
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-04,261052.42,78.32,7,37293.2,219927.59,41124.83,178802.76,78,"Extreme Greed"
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-12-04,274999.35,27.5,29,9482.74,0,274999.35,-274999.35,78,"Extreme Greed"
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-04,81173.16,21.37,81,1002.14,40218.18,40954.98,-736.8,78,"Extreme Greed"
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-04,18567.68,7.18,80,232.1,2779.04,15788.64,-13009.6,78,"Extreme Greed"
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-12-05,588.53,0.02,1,588.53,588.53,0,588.53,84,"Extreme Greed"
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-05,761409.11,228.43,8,95176.14,0,761409.11,-761409.11,84,"Extreme Greed"
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-12-05,49999.92,4.99,4,12499.98,0,49999.92,-49999.92,84,"Extreme Greed"
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-05,170421.23,48.48,191,892.26,83814.79,86606.44,-2791.65,84,"Extreme Greed"
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-05,25406.1,9.32,64,396.97,4387.85,21018.25,-16630.4,84,"Extreme Greed"
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-05,61428.49,19.75,4,15357.12,61428.49,0,61428.49,84,"Extreme Greed"
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-12-05,29373.46,7.53,30,979.12,13651.78,15721.68,-2069.9,84,"Extreme Greed"
0x271b280974205ca63b716753467d5a371de622ab,2024-12-05,158123.95,34.13,2,79061.98,78957.57,79166.38,-208.81,84,"Extreme Greed"
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-12-06,20916.4,7.05,4,5229.1,10520.15,10396.25,123.9,72,Greed
0x083384f897ee0f19899168e3b1bec365f52a9012,2024-12-06,1212299.96,121.21,33,36736.36,1212299.96,0,1212299.96,72,Greed
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-12-06,292.11,0,1,292.11,292.11,0,292.11,72,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-06,1482566.5,444.77,18,82364.81,917254.01,565312.49,351941.52,72,Greed
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-06,480326.66,76.27,33,14555.35,0,480326.66,-480326.66,72,Greed
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-12-06,74999.89,7.5,14,5357.14,0,74999.89,-74999.89,72,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-06,48513.58,1.29,8,6064.2,48513.58,0,48513.58,72,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-06,108996.49,22.29,73,1493.1,74863.97,34132.52,40731.45,72,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-06,8956.57,2.92,61,146.83,4550.82,4405.75,145.07,72,Greed
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-06,33151.06,8.6,17,1950.06,28252.34,4898.72,23353.62,72,Greed
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-12-07,3063.89,0.03,3,1021.3,3063.89,0,3063.89,75,"Extreme Greed"
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-07,198481.45,59.54,1,198481.45,198481.45,0,198481.45,75,"Extreme Greed"
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-12-07,79997.35,9.25,4,19999.34,0,79997.35,-79997.35,75,"Extreme Greed"
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-07,52028.63,5.2,13,4002.2,0,52028.63,-52028.63,75,"Extreme Greed"
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-07,104429.77,30.76,106,985.19,49907.48,54522.29,-4614.81,75,"Extreme Greed"
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-07,13732.33,3.67,65,211.27,3995.91,9736.42,-5740.51,75,"Extreme Greed"
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-12-08,4923.79,1.02,3,1641.26,3565.27,1358.52,2206.75,79,"Extreme Greed"
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-08,59993.63,18,2,29996.82,0,59993.63,-59993.63,79,"Extreme Greed"
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-12-08,517950.24,177.53,71,7295.07,0,517950.24,-517950.24,79,"Extreme Greed"
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-08,29213.01,8.04,34,859.21,15136.59,14076.42,1060.17,79,"Extreme Greed"
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-08,7922.52,2.84,82,96.62,2694.68,5227.84,-2533.16,79,"Extreme Greed"
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2024-12-08,312936.53,26.75,32,9779.27,132609.11,180327.42,-47718.31,79,"Extreme Greed"
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2024-12-09,446232.75,50.13,60,7437.21,355916.39,90316.36,265600.03,78,"Extreme Greed"
0x513b8629fe877bb581bf244e326a047b249c4ff1,2024-12-09,70653.29,1.9,1,70653.29,70653.29,0,70653.29,78,"Extreme Greed"
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-12-09,1763.8,0.02,3,587.93,1763.8,0,1763.8,78,"Extreme Greed"
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-09,359668.86,107.9,8,44958.61,218656.23,141012.63,77643.6,78,"Extreme Greed"
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-09,117.12,0.06,7,16.73,58.55,58.57,-0.02,78,"Extreme Greed"
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-09,52066.88,1.4,9,5785.21,52066.88,0,52066.88,78,"Extreme Greed"
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,2024-12-09,7875.48,0.8,4,1968.87,7875.48,0,7875.48,78,"Extreme Greed"
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-09,21974.62,5.24,25,878.98,13623.74,8350.88,5272.86,78,"Extreme Greed"
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-09,18772.08,6.91,191,98.28,15318.83,3453.25,11865.58,78,"Extreme Greed"
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-09,4824.8,0.48,8,603.1,4824.8,0,4824.8,78,"Extreme Greed"
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-12-10,587.97,0,1,587.97,587.97,0,587.97,78,"Extreme Greed"
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-10,700941.13,210.29,14,50067.22,398466.24,302474.89,95991.35,78,"Extreme Greed"
